salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
59008,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5713164207,10-4020-000052,29932,282.0,10,637,637,5,7764.0,47438Vi40213,10088.0,53598.63,5149.8403,1609.3251,60357.7954,,d617f520-881b-47b1-baae-cf6a286156bb,2024-11-05
59009,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6873126970,10-4020-000238,29872,275.0,3,586,586,5,8882.0,127439Vi45799,,37.254,3.6757,1.1487,42.0784,,96fc1626-20fd-4a46-824b-42f15e3e0130,2024-11-05
59010,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6815132533,10-4020-000109,30071,284.0,1,844,844,5,17491.0,107440Vi90862,,40967.2231,3924.7752,1226.4923,46118.4906,,e06c5ec0-6e24-42f8-8a01-0fff44029fc3,2024-11-05
59011,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6786194654,10-4020-000003,29637,275.0,4,559,559,5,5164.0,37443Vi26986,,33726.9563,3208.7244,1002.7264,37938.4071,,c524da53-3af4-4c61-9378-4315c837cdfd,2024-11-05
59012,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7685122244,10-4020-000539,29916,277.0,2,813,813,5,686.0,97446Vi3540,,52723.9762,5049.9218,1578.1006,59351.9986,,40de5847-fd2d-4d30-8580-c14ceafe99fb,2024-11-05
59013,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5597199820,10-4020-000075,29702,275.0,4,567,567,5,18496.0,47453Vi96071,,30541.146,2953.5384,922.9807,34417.6651,,826d864d-841a-4e19-a1ba-44f84b6d4346,2024-11-05
59014,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5510184760,10-4020-000005,29815,281.0,4,988,988,5,17324.0,67455Vi89980,,15380.646,1474.5253,460.7892,17315.9605,,c559dcb7-8d2f-48a5-86ba-4204e35006a7,2024-11-05
59015,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6902130525,10-4020-000543,30008,275.0,3,617,617,5,18744.0,77457Vi97444,,1502.976,143.1099,44.7218,1690.8077,,c3209332-6390-4276-9030-c755cb51bced,2024-11-05
59016,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4785180874,10-4020-000223,29877,276.0,3,1026,1026,5,5434.0,57464Vi28461,,17744.274,1699.1895,530.9967,19974.4602,,d8922a51-cabb-4fce-80fb-df3e5ceaee52,2024-11-05
59017,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4582165909,10-4020-000025,29568,276.0,4,993,993,5,9458.0,87466Vi48753,,2109.456,199.6376,62.3868,2371.4804,,e1d85719-fad9-4f16-aa1e-920365d029f6,2024-11-05
59018,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8033148787,10-4020-000015,29628,286.0,9,405,405,5,10502.0,87477Vi54108,10083.0,40106.82,3873.2479,1210.39,45190.4579,,64867780-5991-4b94-b5eb-935bdb6dd828,2024-11-05
59019,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7192182554,10-4020-000020,29810,283.0,1,835,835,5,7845.0,57484Vi40596,,2077.116,190.9487,59.6715,2327.7362,,1d77e981-9b1b-46a9-b62f-5a5f706d2b4b,2024-11-05
59020,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6003180543,10-4020-000428,29878,288.0,8,738,738,5,10909.0,87485Vi56250,10087.0,8835.84,848.411,265.1285,9949.3795,,1382b481-3faf-432e-b989-894ea4437d8b,2024-11-05
59021,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7395154426,10-4020-000542,29915,280.0,1,891,891,5,16654.0,37487Vi86244,,44961.0181,4333.7143,1354.2857,50649.0181,,74099338-6589-4666-be96-13894b7be972,2024-11-05
59022,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7366189433,10-4020-000372,30053,278.0,6,507,507,5,1446.0,47489Vi7438,10085.0,1830.522,180.6115,56.4411,2067.5746,,4c82cbe1-61f4-4050-897f-d441e6e91c2c,2024-11-05
59023,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5539149469,10-4020-000061,29929,276.0,4,999,999,5,10623.0,107491Vi54768,,34696.2614,3315.0169,1035.9428,39047.2211,,1dbc97a7-1d47-44b2-b58f-6017ad7c3111,2024-11-05
59024,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6583144159,10-4020-000044,29804,279.0,5,912,912,5,15432.0,77497Vi79699,,5047.614,484.5709,151.4284,5683.6133,,c3d680dc-446c-4808-acf5-c1716167bc04,2024-11-05
59025,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6931141034,10-4020-000400,29854,275.0,3,604,604,5,7089.0,67498Vi36771,,1047.756,102.1908,31.9346,1181.8814,,2247c969-48d1-4e48-abd0-cb9d0d6c6936,2024-11-05
59026,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4002182599,10-4020-000674,29982,276.0,4,1102,1102,5,16704.0,57500Vi86516,,2771.334,257.6049,80.5015,3109.4404,,001f7cd7-68d8-436f-b9d6-b95042be9706,2024-11-05
59027,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6757122081,10-4020-000021,29956,275.0,4,561,561,5,5668.0,97502Vi29675,,39723.714,3833.431,1197.9472,44755.0922,,942f046f-7ce2-48a4-b4b7-506d18705831,2024-11-05
59028,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4814117936,10-4020-000464,30082,288.0,8,740,740,5,10305.0,67503Vi53169,10087.0,34591.986,3304.3382,1032.6057,38928.9299,,41e79b3f-793d-4614-b3e2-00794a26e21b,2024-11-05
59029,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4640116818,10-4020-000648,29834,281.0,4,1097,1097,5,18418.0,117504Vi95680,,19921.8961,1922.599,600.8122,22445.3073,,0315a10c-c14d-4b64-a0f1-2ed146108149,2024-11-05
59030,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2349177874,10-4020-000006,29638,276.0,4,989,989,5,18460.0,47506Vi95867,,441.918,43.6026,13.6258,499.1464,,261bede7-181b-4a98-bdc7-a09f45d1d928,2024-11-05
59031,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5017142991,10-4020-000308,29695,283.0,1,867,867,5,5824.0,107511Vi30381,,46448.562,4494.0009,1404.3753,52346.9382,,4143f654-6be0-42c8-b3a0-d22c2b4087c8,2024-11-05
59032,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4756173322,10-4020-000126,29669,277.0,2,768,768,5,12135.0,127512Vi62740,,2748.51,263.3032,82.2822,3094.0954,,899895d1-c65a-4197-9235-169578298a83,2024-11-05
59033,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5481179937,10-4020-000014,29812,288.0,8,715,715,5,6291.0,87514Vi32672,10087.0,915.528,77.4258,24.1956,1017.1494,,afa56f1d-3f82-4d94-8470-a010c7a03a64,2024-11-05
59034,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO3770195498,10-4020-000151,29584,276.0,4,1014,1014,5,1803.0,77516Vi9291,,411.702,36.3232,11.351,459.3762,,88291857-3d85-4c60-8b3b-313a15b69466,2024-11-05
59035,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4089135854,10-4020-000368,29685,279.0,5,948,948,5,17669.0,87520Vi91685,,6221.874,590.6369,184.574,6997.0849,,f0f9bc37-4af1-460b-a041-7e82941c74b7,2024-11-05
59036,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO3886177724,10-4020-000165,29574,275.0,4,577,577,5,3490.0,77521Vi18380,,1715.562,165.2475,51.6399,1932.4494,,d846824d-8c24-443b-a895-bd034c270f69,2024-11-05
59037,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2233187258,10-4020-000262,29864,289.0,6,487,487,5,10899.0,67525Vi56202,10085.0,692.6517,58.219,18.1935,769.0642,,4265f9db-fbf0-4f90-89e3-028f696d387c,2024-11-05
59038,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4321187546,10-4020-000104,29676,288.0,8,720,720,5,14261.0,37526Vi73937,10087.0,2518.272,241.517,75.4741,2835.2631,,be12acf1-a0e2-4484-aeef-1f432e3e565d,2024-11-05
59039,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5104113622,10-4020-000467,30081,277.0,5,805,805,5,10928.0,37529Vi56357,,149.874,14.7876,4.6211,169.2827,,1cf600b3-ce92-4ba8-a4b9-7585374472ad,2024-11-05
59040,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4118184793,10-4020-000454,29738,275.0,3,610,610,5,18174.0,57530Vi94230,,44500.45,4354.0766,1360.6489,50215.1755,,09833bda-a46b-4e05-bac6-9595290eb610,2024-11-05
59041,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO3973143022,10-4020-000201,29553,275.0,4,581,581,5,9647.0,17536Vi49697,,6784.296,650.2009,203.1878,7637.6847,,e7a1b0d9-90c1-496f-a4cc-13181da78bfe,2024-11-05
59042,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1972174730,10-4020-000190,29939,289.0,6,475,475,5,3015.0,17540Vi15833,10085.0,3684.858,354.8224,110.882,4150.5624,,dbf513a1-0e8d-4bdd-83bc-0b5d474dda1e,2024-11-05
59043,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2001191738,10-4020-000701,29730,289.0,6,558,558,5,6235.0,127544Vi32388,10085.0,202.332,19.9634,6.2386,228.534,,6504b569-7f79-42d0-a173-112b715b1670,2024-11-05
59044,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1131159849,10-4020-000536,29917,287.0,8,744,744,5,55.0,47545Vi258,10087.0,63244.416,6082.4852,1900.7766,71227.6778,,4b8ec073-3634-4a12-889d-bf0c66660e5c,2024-11-05
59045,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4031153766,10-4020-000555,29512,285.0,9,435,435,5,2273.0,37546Vi11890,10083.0,3589.794,344.6202,107.6938,4042.108,,7f17285a-26ad-48c1-9c1c-995974b7ade4,2024-11-05
59046,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO348164363,10-4020-000609,29847,276.0,4,1092,1092,5,4443.0,27548Vi23336,,559.23,55.1774,17.2429,631.6503,,00237b79-04a5-4349-bbc2-b5db961bcd05,2024-11-05
59047,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO986117138,10-4020-000518,30079,288.0,8,743,743,5,206.0,47549Vi1057,10087.0,48.594,4.7946,1.4983,54.8869,,e6325073-5011-4810-ac72-fccbd8a3217a,2024-11-05
59048,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2378144974,10-4020-000635,30102,282.0,10,669,669,5,4834.0,107552Vi25398,10088.0,338.994,32.5434,10.1698,381.7072,,dad9ceb8-3b91-4c78-b522-8f66254318e7,2024-11-05
59049,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO174156394,10-4020-000277,29781,276.0,4,1035,1035,5,16754.0,127570Vi86783,,2227.386,213.5488,66.734,2507.6688,,48fe111e-1ece-4ca8-b87e-43fbcea1f9db,2024-11-05
59050,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO3277119270,10-4020-000604,30034,284.0,1,898,898,5,895.0,87906Vi4540,,5475.534,525.9104,164.347,6165.7914,,86819132-1758-4f7d-b596-93052e9b33e4,2024-11-05
59051,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO4437193573,10-4020-000039,29962,275.0,3,563,563,5,17036.0,128062Vi88428,,404.664,39.9268,12.4771,457.0679,,e50294d7-3de6-427c-a2e0-cc42ef36d92d,2024-11-05
59052,11,2024-10-29,2024-11-10,2024-11-05,5,false,PO4321188068,10-4020-000104,29676,288.0,8,720,720,5,14261.0,38095Vi73937,10087.0,734.79,65.6402,20.5126,820.9428,,05ddbc12-e6df-4d98-a661-d4d6f7b990c7,2024-11-05
59053,11,2024-10-29,2024-11-10,2024-11-05,5,false,PO5481156106,10-4020-000014,29812,288.0,8,715,715,5,6291.0,88203Vi32672,10087.0,396.9985,32.1778,10.0556,439.2319,,df1d505c-7c92-4a41-a06e-8e00f8cca94e,2024-11-05
59054,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO5336118420,10-4020-000113,30069,281.0,4,1006,1006,5,5666.0,28208Vi29668,,1558.242,149.932,46.8538,1755.0278,,2aab2757-66b3-4385-8a13-28e43c9cc1e2,2024-11-05
59055,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6119158372,10-4020-000268,29612,282.0,10,649,649,5,13536.0,28299Vi70144,10088.0,353.976,30.1979,9.4369,393.6108,,3529aa72-9cca-4141-bfb5-634be90bce82,2024-11-05
59056,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO6322125443,10-4020-000503,29498,277.0,2,809,809,5,13601.0,28377Vi70508,,37.254,3.6757,1.1487,42.0784,,22b28514-8b0d-48a9-b2ad-417f8b639870,2024-11-05
59057,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7018154607,10-4020-000695,29635,275.0,3,634,634,5,2270.0,118393Vi11861,,2294.298,210.2511,65.7035,2570.2526,,928d2111-db43-4d34-a3e4-fc1456b1ca40,2024-11-05
59058,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7047118388,10-4020-000544,29492,275.0,3,618,618,5,16124.0,18413Vi83385,,37209.6,3598.3092,1124.4716,41932.3808,,5f2baa3f-53c8-481b-9e32-6867f8b3f14f,2024-11-05
59059,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7482187440,10-4020-000163,29645,284.0,1,850,850,5,9961.0,68478Vi51237,,25137.276,2442.242,763.2006,28342.7186,,a5411287-fea8-4ee3-8f2c-c9a5bd15f521,2024-11-05
59060,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7163154454,10-4020-000470,30080,283.0,1,885,885,5,8263.0,78501Vi42824,,923.388,88.6452,27.7016,1039.7348,,e7832a27-5ff6-40bb-a526-55080297f366,2024-11-05
59061,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO7946192154,10-4020-000438,29531,276.0,1,1061,1061,5,626.0,18543Vi3189,,7382.2571,708.1957,221.3111,8311.7639,,102ac292-401c-4c90-a4a1-09a3ea36b30d,2024-11-05
59062,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8091171596,10-4020-000069,29700,286.0,9,408,408,5,9628.0,68569Vi49602,10083.0,23.484,2.3171,0.7241,26.5252,,695da563-e889-43ab-9602-6523f53773f9,2024-11-05
59063,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8468196044,10-4020-000016,29546,282.0,10,635,635,5,10057.0,98570Vi51811,10088.0,57816.258,5526.8451,1727.1391,65070.2422,,a94fdc9f-6739-4f6f-8648-f4f46b6effe2,2024-11-05
59064,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8671111477,10-4020-000502,30050,287.0,10,662,662,5,1651.0,38614Vi8475,10088.0,71884.6078,6967.8769,2177.4615,81029.9462,,ec0ba916-3545-4f9e-98b8-67c1f81e5044,2024-11-05
59065,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8903194371,10-4020-000235,29873,284.0,1,858,858,5,5102.0,58625Vi26704,,1644.942,148.3353,46.3548,1839.6321,,bc40d994-b931-45d4-8b38-1bb75d8c324c,2024-11-05
59066,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9309141643,10-4020-000055,29931,284.0,1,838,838,5,8219.0,48648Vi42590,,24889.164,2394.8016,748.3755,28032.3411,,43e14b9e-a344-4b51-addd-0ab6193a240c,2024-11-05
59067,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9396164546,10-4020-000267,30092,286.0,9,419,419,5,5467.0,68669Vi28639,10083.0,27288.846,2597.4318,811.6974,30697.9752,,81613532-1ada-42bf-9e1d-ab2f16bc5f68,2024-11-05
59068,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9715112509,10-4020-000490,30046,275.0,4,614,614,5,9506.0,118694Vi49012,,68640.1406,6648.4683,2077.6464,77366.2553,,ec4742b8-8dc4-47e1-a058-1f75753eeb80,2024-11-05
59069,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9106150028,10-4020-000602,29642,279.0,5,976,976,5,7600.0,128698Vi39373,,323.994,31.1034,9.7198,364.8172,,51e9842b-71b2-496c-b96a-763c39d663c0,2024-11-05
59070,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9251141063,10-4020-000351,29514,279.0,5,947,947,5,18257.0,58700Vi94731,,2118.996,206.6988,64.5934,2390.2882,,55ce683e-4b73-4b6f-8fe2-f6f6a1edf3ed,2024-11-05
59071,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9599176835,10-4020-000170,29715,279.0,5,926,926,5,18875.0,88706Vi98048,,56123.088,5394.6173,1685.8179,63203.5232,,6a057515-7677-45de-b86d-623807d06995,2024-11-05
59072,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9193175448,10-4020-000616,30038,286.0,9,438,438,5,13951.0,18713Vi72355,10083.0,445.41,42.7594,13.3623,501.5317,,c1e12f9e-765a-41de-9d51-087d5f5571e2,2024-11-05
59073,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9222113702,10-4020-000171,29572,279.0,5,927,927,5,17699.0,48730Vi91854,,2491.2131,238.2458,74.4518,2803.9107,,3b4379e4-9075-43d2-bf9d-d3dd86020f91,2024-11-05
59074,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9483120932,10-4020-000054,29966,277.0,2,760,760,5,3788.0,48741Vi19942,,36682.5594,3498.4575,1093.268,41274.2849,,33c3d38d-9175-4414-894d-cb531eef6eff,2024-11-05
59075,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9628136689,10-4020-000179,29551,277.0,2,773,773,5,7657.0,48746Vi39668,,35538.9074,3400.7541,1062.7356,40002.3971,,10c87b32-8913-4d25-b38f-989c576f8468,2024-11-05
59076,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9744156348,10-4020-000098,29678,279.0,5,918,918,5,15829.0,18769Vi81822,,4331.352,413.9397,129.3561,4874.6478,,9c189bae-5c8c-4258-966b-28a1f62880ab,2024-11-05
61173,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO522171689,10-4020-000676,29825,279.0,5,985,985,5,16281.0,105031Vi84182,,29140.8,2788.1476,871.2961,32800.2437,,a5cc76f2-ddc2-4698-9da9-e13b58f99b6d,2024-12-06
61174,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO19314179996,10-4020-000622,30039,275.0,3,627,627,5,18656.0,25108Vi96941,,6899.304,660.914,206.5356,7766.7536,,e0869b61-eec2-4ed1-ab7e-fb36dedd8bf3,2024-12-06
61175,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO19575149991,10-4020-000034,29776,282.0,10,636,636,5,706.0,95123Vi3624,10429.0,25882.74,2477.352,774.1725,29134.2645,,d1c8fb57-4983-4619-b0f1-652016b9d4da,2024-12-06
61176,11,2024-11-29,2024-12-11,2024-12-06,5,false,PO19111193314,10-4020-000248,30001,288.0,8,728,728,5,18946.0,75154Vi98442,10428.0,1466.01,125.658,39.2681,1630.9361,,53b6bf25-9a53-4ec2-ac0e-69cd12772338,2024-12-06
61177,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO18473117778,10-4020-000442,29734,289.0,6,517,517,5,1346.0,85272Vi6854,10426.0,21131.946,2047.9871,639.996,23819.9291,,86fe4355-68cf-460e-8d66-b2ba822fd858,2024-12-06
61178,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO18009130007,10-4020-000510,29565,276.0,4,1073,1073,5,4322.0,45293Vi22691,,2689.176,258.1609,80.6753,3028.0122,,a02dee10-8d87-4880-9cab-3d7d3747ff25,2024-12-06
61179,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO18444157069,10-4020-000227,29994,289.0,6,482,482,5,10456.0,125300Vi53935,10426.0,39248.358,3775.9204,1179.9751,44204.2535,,fec13f10-6bd2-4c10-a6e2-c14b8bd185ca,2024-12-06
61180,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO16936130746,10-4020-000429,29602,285.0,9,428,428,5,11110.0,25435Vi57303,10424.0,3490.608,336.7046,105.2202,3932.5328,,b7cdefdd-d9b4-4d89-b270-c361440582b7,2024-12-06
61181,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO17197117656,10-4020-000125,30065,277.0,2,767,767,5,1862.0,75469Vi9665,,30500.112,2925.1922,914.1226,34339.4268,,f5f50f26-32c5-4179-993a-259c073df49d,2024-12-06
61182,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO16588179661,10-4020-000146,29580,283.0,1,849,849,5,15232.0,35536Vi78804,,52697.2377,5053.0058,1579.0643,59329.3078,,cb07621f-30f2-4557-a643-e896992e021a,2024-12-06
61183,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO16443112850,10-4020-000398,29599,283.0,1,877,877,5,4052.0,95549Vi21320,,32.394,2.8075,0.8773,36.0788,,b72fcd62-5d6c-4800-98ed-a38fcea7e753,2024-12-06
61184,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO16298116527,10-4020-000599,29641,281.0,4,1088,1088,5,4830.0,25596Vi25371,,94493.6651,9076.1461,2836.2957,106406.1069,,e8a7b0b9-1b11-4bc1-bf0e-32ee783c1301,2024-12-06
61185,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO15022115307,10-4020-000560,29502,283.0,1,893,893,5,6626.0,25726Vi34490,,461.694,44.3226,13.8508,519.8674,,f128c883-00b6-4ade-b1a1-465eb27112f7,2024-12-06
61186,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO14732152217,10-4020-000514,29614,289.0,6,529,529,5,1566.0,85824Vi8045,10426.0,32743.566,3155.3159,986.0362,36884.9181,,fb2eafb3-3c53-492a-b3ed-e3dc58b1892a,2024-12-06
61187,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO13978135025,10-4020-000200,29890,283.0,1,855,855,5,13693.0,25934Vi70960,,65.988,5.279,1.6497,72.9167,,9216da8a-35e2-4a68-9f46-ab2f7de3d2c8,2024-12-06
61188,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO12528143455,10-4020-000331,30116,276.0,4,1044,1044,5,11416.0,66119Vi58876,,49123.686,4719.434,1474.8231,55317.9431,,10481beb-82a1-443c-b655-30e8989c821a,2024-12-06
61189,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO12412183085,10-4020-000670,29827,275.0,3,631,631,5,11886.0,126153Vi61402,,61946.28,5941.1179,1856.5994,69743.9973,,91419cdd-c8d0-4954-aba1-4df89987817c,2024-12-06
61190,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO12441157171,10-4020-000302,29693,288.0,8,731,731,5,11046.0,16187Vi56991,10428.0,37202.7812,3571.9536,1116.2355,41890.9703,,7f2babe4-867c-4760-9936-810de1112f6e,2024-12-06
61191,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO10034147207,10-4020-000305,29694,277.0,2,787,787,5,4931.0,106452Vi25876,,602.346,59.4315,18.5723,680.3498,,7ba33afb-6fe4-4f63-afe5-f1ac41462887,2024-12-06
61192,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO10092119585,10-4020-000252,30096,277.0,2,782,782,5,10.0,56496Vi35,,2783.988,267.2628,83.5196,3134.7704,,287827a1-355a-4841-acae-7a6f59ae8438,2024-12-06
61193,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO551160749,10-4020-000004,29772,275.0,4,560,11380,5,14562.0,96509Vi75503,,56181.095,5393.1834,1685.3698,63259.6482,,bbe9a90d-3411-47b2-93e3-6ca3b0dcd30f,2024-12-06
61194,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO696194650,10-4020-000232,29874,282.0,10,647,647,5,18419.0,66542Vi95688,10429.0,3040.662,290.4812,90.7754,3421.9186,,8b71ce7b-18b5-4e78-b095-9d07a07c50f3,2024-12-06
61195,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO899113333,10-4020-000290,29689,283.0,1,865,865,5,3070.0,46572Vi16176,,40026.1913,3868.156,1208.7987,45103.146,,7e594c02-01ef-47ad-9ca7-5bf9c99193eb,2024-12-06
61196,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO1711193720,10-4020-000245,30000,289.0,6,485,485,5,6156.0,126661Vi31994,10426.0,28038.636,2724.5596,851.4249,31614.6205,,404f2ccd-a056-454e-af49-a5565f1307dc,2024-12-06
61197,11,2024-11-29,2024-12-11,2024-12-06,5,false,PO1682127437,10-4020-000572,29745,288.0,8,746,746,5,8579.0,16731Vi44368,10428.0,12629.256,1057.8925,330.5914,14017.7399,,7993b959-2206-4da0-94c5-90a11eb1376f,2024-12-06
61198,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO1682187851,10-4020-000572,29745,287.0,8,746,746,5,8579.0,16747Vi44368,10428.0,323.994,31.1034,9.7198,364.8172,,eebc7fb6-4431-47d0-9a8c-4b602bb1f035,2024-12-06
61199,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO2552199779,10-4020-000506,29497,280.0,1,889,889,5,13045.0,76822Vi67506,,57374.4399,5610.6124,1753.3164,64738.3687,,f0583249-7cdf-4551-b468-3bc63a94946f,2024-12-06
61200,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO2755113256,10-4020-000205,29987,274.0,4,1023,1023,5,7898.0,86865Vi40890,,70731.3713,6864.8492,2145.2654,79741.4859,,cfa57cf0-1ddc-426c-a4b6-556221c4116b,2024-12-06
61201,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO3016192040,10-4020-000183,29654,275.0,3,579,579,5,14497.0,56912Vi75200,,1880.922,175.8652,54.9579,2111.7451,,5224dfa3-7805-423f-8d6e-cbcb5f84f66d,2024-12-06
61202,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO2929190212,10-4020-000380,29683,283.0,1,875,875,5,10336.0,86914Vi53345,,4424.94,422.0506,131.8908,4978.8814,,a3d2892f-85b5-4eec-a111-07784dfb0896,2024-12-06
61203,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO20126160835,10-4020-000421,29650,274.0,4,1059,1059,5,14842.0,97138Vi76868,,83.988,7.279,2.2747,93.5417,,6f3d9f9e-8350-4da4-b78e-9eb5dea9f9cf,2024-12-06
61204,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO15312134209,10-4020-000299,29692,289.0,6,494,494,5,923.0,57143Vi4665,10426.0,22748.73,2157.262,674.1444,25580.1364,,f1924ef4-256d-41a7-9740-7a5850bfc361,2024-12-06
61205,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO12615137288,10-4020-000440,29604,279.0,5,956,956,5,18868.0,37150Vi98016,,377.946,32.7553,10.236,420.9373,,12e89900-20b2-4da0-ac3b-65f7aaeedfc6,2024-12-06
61206,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO15428164474,10-4020-000646,29974,275.0,3,629,629,5,10370.0,57151Vi53503,,41.994,3.6395,1.1373,46.7708,,c01ad235-063b-4381-bc17-7d7b39d23211,2024-12-06
61207,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO14123129987,10-4020-000578,29747,283.0,1,895,895,5,15538.0,27156Vi80261,,2186.754,212.0877,66.2774,2465.1191,,c8990d65-9416-402e-944c-db2f0aa4061b,2024-12-06
61208,10,2024-11-29,2024-12-11,2024-12-06,5,false,PO14616115445,10-4020-000634,29970,286.0,9,439,439,5,14535.0,127160Vi75379,10424.0,9311.562,893.91,279.3469,10484.8189,,f03291bd-8490-4d66-97d0-bb004b409513,2024-12-06
