businessentityid,creditcardid,modifieddate
18501,1503,2025-05-13
18502,18265,2023-04-12
18503,3894,2024-10-15
18504,4857,2025-01-29
18505,13481,2024-06-29
18506,9060,2025-05-20
18507,16850,2025-04-18
18508,18922,2022-12-31
18509,6768,2024-07-07
18510,5897,2025-01-08
18511,12147,2025-04-19
18512,16925,2025-06-06
18513,7285,2023-09-17
18514,16383,2025-03-16
18515,2762,2024-07-01
18516,14160,2025-02-23
18517,4135,2022-11-24
18518,16550,2025-04-18
18519,6762,2024-08-17
18520,13434,2024-10-15
18521,4958,2023-08-26
18522,16170,2024-07-07
18523,15318,2024-06-13
18524,12121,2025-01-01
18525,9567,2024-04-06
18526,8960,2024-10-19
18527,1233,2024-12-10
18528,17657,2024-04-10
18529,3557,2024-02-08
18530,11489,2024-07-31
18531,653,2025-06-10
18532,3128,2025-04-04
18533,18555,2025-05-01
18534,250,2024-10-19
18535,325,2024-04-12
18536,17096,2024-05-09
18537,3288,2023-03-27
18538,5713,2025-01-26
18539,17660,2024-07-19
18540,16604,2025-06-06
18541,11998,2025-01-25
18542,1765,2024-10-10
18543,15529,2024-10-13
18544,7357,2025-04-07
18545,9325,2024-12-09
18546,4682,2025-01-12
18547,18554,2024-05-07
18548,12026,2025-01-28
18549,9827,2024-08-30
18550,18269,2025-02-20
18551,9674,2025-04-04
18552,2258,2025-01-01
18553,13099,2024-08-02
18554,5950,2024-09-29
18555,1080,2025-05-20
18556,9381,2025-02-06
18557,11726,2024-01-07
18558,6376,2024-11-04
18559,6496,2023-12-28
18560,16464,2023-11-20
18561,918,2024-08-24
18562,5513,2025-06-06
18563,145,2024-10-26
18564,12057,2025-06-15
18565,13998,2022-09-02
18566,7221,2024-09-24
18567,13398,2025-01-25
18568,3734,2023-03-24
18569,3817,2024-12-28
18570,9912,2023-01-03
18571,15981,2024-08-10
18572,14833,2024-11-16
18573,17817,2024-07-12
18574,6902,2023-12-14
18575,6713,2024-09-05
18576,17881,2024-09-03
18577,13448,2024-04-04
18578,14863,2023-07-20
18579,4564,2024-06-20
18580,17270,2023-03-22
18581,3363,2023-05-06
18582,2528,2024-02-01
18583,9559,2025-04-12
18584,6043,2023-09-15
18585,1518,2023-09-24
18586,12132,2024-11-16
18587,17635,2024-11-16
18588,15068,2024-12-30
18589,9509,2022-10-07
18590,17425,2023-09-13
18591,13787,2023-05-01
18592,8539,2023-10-19
18593,5964,2023-08-25
18594,10135,2023-03-16
18595,4966,2023-08-30
18596,1523,2023-06-02
18597,6362,2024-11-25
18598,16649,2024-07-22
18599,8542,2024-10-01
18600,4981,2023-10-09
18601,1219,2023-06-24
18602,5128,2025-03-13
18603,13057,2024-03-15
18604,114,2024-08-17
18605,13413,2025-03-06
18606,3286,2023-02-09
18607,13916,2025-01-10
18608,14529,2024-10-16
18609,16331,2025-01-01
18610,13831,2023-10-02
18611,8717,2025-03-13
18612,9686,2024-11-08
18613,1593,2023-08-08
18614,15995,2024-08-10
18615,11983,2025-01-30
18616,10572,2023-02-16
18617,5926,2023-01-14
18618,9410,2024-08-12
18619,2650,2022-11-11
18620,14927,2024-07-15
18621,16396,2024-11-30
18622,878,2025-02-28
18623,4527,2024-03-11
18624,2193,2024-11-23
18625,9751,2023-08-16
18626,14088,2023-07-23
18627,8244,2024-12-09
18628,5707,2025-01-29
18629,5960,2025-06-18
18630,11306,2025-04-14
18631,16178,2024-11-02
18632,16121,2024-08-05
18633,14816,2025-02-15
18634,7467,2023-05-29
18635,118,2024-09-01
18636,3547,2024-09-07
18637,17429,2024-11-20
18638,17889,2025-03-08
18639,11938,2025-01-31
18640,17516,2024-03-09
18641,25,2024-01-19
18642,3439,2022-09-18
18643,10047,2022-07-09
18644,18963,2024-07-18
18645,3213,2023-12-14
18646,13552,2025-03-18
18647,6344,2024-10-18
18648,15873,2024-12-05
18649,11108,2025-03-25
18650,415,2025-01-19
18651,8732,2024-09-03
18652,5270,2024-05-11
18653,15078,2024-11-15
18654,1074,2025-03-17
18655,4364,2025-05-30
18656,4751,2024-02-25
18657,18490,2025-04-24
18658,3447,2024-10-19
18659,17955,2025-05-13
18660,16760,2024-08-09
18661,9479,2024-10-17
18662,4101,2024-07-03
18663,17844,2024-07-16
18664,12559,2024-09-06
18665,2576,2022-11-17
18666,14236,2022-11-11
18667,10292,2024-10-22
18668,9006,2024-07-09
18669,19127,2024-02-29
18670,11027,2024-07-08
18671,9169,2024-11-09
18672,15683,2024-10-07
18673,2540,2025-01-08
18674,2819,2025-02-11
18675,8734,2025-04-28
18676,18018,2025-05-10
18677,7070,2024-06-17
18678,8347,2024-12-08
18679,6346,2024-10-15
18680,9291,2024-12-24
18681,4016,2024-03-20
18682,14070,2025-06-11
18683,2701,2024-09-22
18684,15840,2023-10-15
18685,4211,2024-12-18
18686,9841,2022-08-22
18687,2651,2023-01-03
18688,8828,2025-06-09
18689,13015,2023-07-25
18690,17530,2024-05-02
18691,9574,2024-09-22
18692,13746,2024-05-10
18693,15575,2024-04-18
18694,1471,2025-04-16
18695,2610,2024-08-25
18696,6734,2024-09-21
18697,13710,2024-07-08
18698,11202,2023-08-07
18699,14789,2023-06-02
18700,10687,2023-02-13
18701,16699,2025-04-02
18702,5532,2024-09-28
18703,13843,2024-07-28
18704,5848,2024-08-24
18705,6862,2024-06-06
18706,7369,2024-04-17
18707,12413,2024-12-07
18708,16660,2024-03-20
18709,7625,2024-09-03
18710,12665,2022-10-29
18711,17071,2024-05-05
18712,16745,2025-05-16
18713,1826,2024-08-22
18714,2297,2025-01-21
18715,15528,2023-01-29
18716,1062,2025-02-05
18717,7128,2024-11-21
18718,5311,2023-11-16
18719,10856,2024-11-11
18720,17532,2024-11-18
18721,86,2024-08-25
18722,812,2023-08-25
18723,14139,2023-09-24
18724,8524,2024-03-08
18725,4705,2024-11-26
18726,4868,2024-08-13
18727,964,2022-12-10
18728,8099,2022-08-09
18729,843,2025-03-20
18730,752,2025-03-25
18731,8035,2024-05-01
18732,1353,2024-12-30
18733,18894,2025-03-09
18734,18247,2024-11-13
18735,282,2024-09-13
18736,1384,2023-09-01
18737,2840,2024-12-18
18738,7094,2025-03-31
18739,6770,2024-07-13
18740,9329,2025-05-27
18741,4060,2024-11-07
18742,2123,2025-04-21
18743,6117,2023-08-11
18744,18567,2025-04-02
18745,14534,2024-05-04
18746,6599,2024-09-21
18747,3900,2024-09-21
18748,12124,2025-03-09
18749,16683,2023-06-09
18750,13383,2024-05-05
18751,1687,2025-05-06
18752,8594,2025-01-08
18753,3004,2022-07-22
18754,2029,2024-07-21
18755,11591,2024-09-13
18756,285,2024-08-13
18757,11354,2024-09-17
18758,3258,2025-02-03
18759,5037,2025-04-18
18760,16673,2024-07-05
18761,909,2024-05-04
18762,10144,2025-05-26
18763,1605,2025-03-28
18764,4886,2022-09-14
18765,16587,2025-05-26
18766,7887,2025-03-01
18767,17217,2025-03-10
18768,5376,2023-05-27
18769,3098,2024-11-08
18770,824,2024-08-10
18771,13905,2025-05-26
18772,9476,2025-04-04
18773,8603,2024-09-21
18774,19203,2024-10-31
18775,6400,2024-08-16
18776,4169,2023-01-13
18777,9183,2025-03-14
18778,14046,2024-08-16
18779,2835,2024-11-13
18780,817,2025-06-01
18781,2817,2023-09-22
18782,8147,2025-05-12
18783,12577,2025-01-09
18784,1428,2024-09-14
18785,10641,2024-11-05
18786,1634,2025-01-09
18787,7129,2024-10-30
18788,15721,2024-08-15
18789,17712,2025-04-30
18790,2019,2024-03-05
18791,8831,2025-05-15
18792,14732,2024-08-20
18793,13205,2023-11-25
18794,12950,2025-06-02
18795,4700,2024-04-03
18796,2016,2025-05-02
18797,8346,2024-08-29
18798,11413,2022-11-01
18799,15919,2023-06-24
18800,10417,2023-07-18
18801,12036,2025-02-05
18802,16155,2023-03-29
18803,13902,2024-12-26
18804,15121,2024-12-12
18805,6714,2023-07-02
18806,5437,2024-11-27
18807,10745,2024-08-04
18808,3830,2022-11-15
18809,6096,2022-12-18
18810,8376,2025-02-15
18811,1559,2025-04-05
18812,8085,2022-11-04
18813,2805,2024-07-10
18814,3058,2024-08-11
18815,19046,2024-11-12
18816,9355,2024-12-12
18817,17371,2024-08-23
18818,18051,2024-09-28
18819,1751,2024-12-07
18820,15787,2024-08-17
18821,8756,2024-04-25
18822,6373,2024-11-23
18823,7593,2023-09-09
18824,1483,2024-04-11
18825,8065,2024-06-12
18826,10317,2024-11-23
18827,2248,2023-03-09
18828,18783,2024-09-10
18829,14882,2025-02-17
18830,13382,2023-11-22
18831,17832,2024-03-28
18832,2404,2025-04-19
18833,8181,2024-03-26
18834,16334,2024-07-05
18835,1529,2024-10-23
18836,16678,2024-12-29
18837,3093,2025-03-02
18838,15341,2024-08-12
18839,7762,2025-04-15
18840,3798,2024-07-02
18841,9256,2024-10-13
18842,45,2025-04-27
18843,5208,2025-03-21
18844,8291,2023-03-19
18845,18437,2024-05-29
18846,9005,2025-05-20
18847,16001,2024-12-31
18848,7842,2025-05-23
18849,15429,2024-12-31
18850,9765,2024-10-09
18851,498,2025-03-15
18852,1274,2024-10-11
18853,13086,2023-03-22
18854,13952,2024-02-02
18855,9660,2024-07-03
18856,13824,2024-11-05
18857,9917,2025-05-14
18858,14308,2024-07-07
18859,6644,2025-03-28
18860,5622,2023-07-30
18861,7766,2022-12-30
18862,7317,2025-04-01
18863,8954,2024-08-19
18864,8735,2023-11-12
18865,6305,2024-10-29
18866,8861,2024-09-04
18867,3726,2024-04-01
18868,3791,2025-04-10
18869,18755,2023-10-21
18870,7100,2025-03-25
18871,14831,2024-08-05
18872,4249,2025-04-03
18873,6858,2023-01-23
18874,15287,2025-03-15
18875,382,2023-09-28
18876,15419,2025-04-15
18877,364,2025-04-08
18878,18853,2025-03-19
18879,5523,2024-07-08
18880,11743,2025-02-07
18881,7945,2024-12-10
18882,11428,2024-08-22
18883,12814,2024-04-29
18884,15889,2023-11-10
18885,4631,2024-10-13
18886,4901,2022-11-06
18887,10184,2025-03-13
18888,9480,2025-01-20
18889,11833,2024-07-02
18890,7612,2024-10-30
18891,1393,2024-12-18
18892,18732,2024-06-29
18893,2833,2024-12-01
18894,5542,2023-12-27
18895,6702,2025-05-04
18896,11852,2024-11-24
18897,2336,2024-11-17
18898,7340,2023-03-04
18899,6149,2025-02-08
18900,588,2025-05-24
18901,2541,2025-03-02
18902,11620,2023-09-23
18903,6911,2025-05-17
18904,4717,2025-03-12
18905,14316,2023-11-09
18906,3314,2023-12-23
18907,8022,2024-08-28
18908,6292,2025-02-25
18909,8125,2024-07-09
18910,10159,2024-08-29
18911,2204,2024-08-05
18912,7030,2025-03-05
18913,1966,2024-08-28
18914,11724,2022-07-14
18915,13268,2024-11-20
18916,16695,2023-10-30
18917,16081,2022-11-20
18918,13338,2024-11-27
18919,7576,2024-11-12
18920,10895,2023-02-25
18921,15782,2025-06-21
18922,6954,2024-11-09
18923,5645,2024-11-15
18924,15559,2024-08-08
18925,10830,2023-10-20
18926,13616,2023-05-08
18927,17247,2024-11-29
18928,4688,2025-01-03
18929,14146,2025-06-08
18930,3938,2025-05-06
18931,17129,2025-02-12
18932,5493,2024-09-15
18933,15931,2024-09-16
18934,18506,2023-03-05
18935,990,2024-07-18
18936,6100,2024-10-27
18937,4208,2023-10-01
18938,9613,2025-04-23
18939,3394,2024-11-11
18940,10863,2025-02-17
18941,9539,2024-08-23
18942,9232,2024-06-29
18943,3408,2023-07-25
18944,12886,2025-02-28
18945,11458,2025-04-05
18946,12285,2022-12-02
18947,16358,2025-03-11
18948,4772,2024-10-30
18949,16505,2023-11-21
18950,3312,2025-01-24
18951,13684,2023-01-10
18952,10532,2024-08-01
18953,3309,2025-04-02
18954,7928,2025-03-29
18955,4725,2023-04-02
18956,11786,2024-07-17
18957,10380,2024-07-24
18958,18200,2023-04-16
18959,14448,2024-11-25
18960,12829,2025-05-11
18961,5345,2024-10-24
18962,6544,2023-07-06
18963,19206,2024-11-11
18964,3344,2025-03-14
18965,18021,2024-06-18
18966,2437,2024-12-10
18967,2293,2024-12-06
18968,11229,2023-03-01
18969,41,2025-03-21
18970,11539,2024-08-30
18971,7683,2024-01-29
18972,1101,2024-09-30
18973,809,2023-09-10
18974,15025,2023-04-25
18975,5610,2023-08-25
18976,12960,2023-04-11
18977,11487,2025-01-26
18978,11973,2024-08-24
18979,13590,2025-01-20
18980,14847,2023-04-05
18981,9214,2025-03-22
18982,11827,2023-01-30
18983,14997,2025-02-20
18984,397,2024-08-07
18985,636,2024-12-15
18986,1683,2023-03-29
18987,16115,2024-10-12
18988,14429,2025-02-10
18989,13603,2022-12-11
18990,17914,2025-03-22
18991,9639,2024-12-01
18992,6249,2024-11-07
18993,9976,2025-05-21
18994,12929,2024-11-20
18995,11252,2025-01-26
18996,7438,2024-09-17
18997,6928,2024-11-28
18998,3538,2024-12-07
18999,9156,2025-03-06
19000,11292,2023-12-05
19001,13664,2024-11-23
19002,6631,2025-01-29
19003,2635,2024-09-09
19004,3866,2025-04-08
19005,12001,2025-02-03
19006,9833,2023-01-13
19007,18815,2025-04-10
19008,14396,2025-02-07
19009,5221,2025-01-23
19010,3848,2025-02-24
19011,6549,2024-06-29
19012,6463,2024-12-12
19013,855,2025-01-18
19014,4175,2024-07-09
19015,5583,2024-10-29
19016,17332,2024-08-05
19017,12207,2025-02-14
19018,4815,2024-12-03
19019,8667,2024-06-29
19020,17248,2024-06-29
19021,10334,2025-03-03
19022,6794,2024-07-01
19023,14339,2024-09-22
19024,1815,2024-07-27
19025,17787,2025-04-08
19026,14062,2024-11-12
19027,1608,2022-12-13
19028,4951,2023-09-05
19029,3921,2023-11-02
19030,5454,2024-04-30
19031,12912,2023-09-17
19032,16429,2023-10-15
19033,2684,2024-02-29
19034,17282,2023-11-21
19035,12357,2025-04-29
19036,7853,2024-03-03
19037,2040,2023-06-17
19038,14706,2024-12-12
19039,5478,2025-05-11
19040,8268,2023-07-12
19041,3234,2022-09-04
19042,12594,2024-07-07
19043,5254,2025-05-02
19044,15651,2024-11-27
19045,17358,2025-03-09
19046,4997,2024-12-24
19047,11629,2024-10-20
19048,15565,2024-08-18
19049,14331,2024-07-19
19050,12452,2022-09-26
19051,12722,2023-05-01
19052,39,2024-09-12
19053,2975,2023-01-26
19054,11006,2025-05-27
19055,3851,2024-04-12
19056,14435,2025-04-13
19057,596,2024-10-25
19058,5858,2022-06-29
19059,10642,2022-09-07
19060,2228,2023-09-21
19061,16017,2025-03-27
19062,9254,2025-05-30
19063,9085,2025-05-20
19064,5842,2024-07-29
19065,18190,2024-07-08
19066,1442,2023-06-10
19067,13319,2024-07-14
19068,10428,2024-05-25
19069,751,2025-04-07
19070,10907,2024-07-18
19071,6055,2024-10-06
19072,5891,2024-12-11
19073,9636,2024-09-24
19074,15354,2023-01-09
19075,8580,2024-06-22
19076,4922,2024-09-07
19077,2846,2025-05-19
19078,7718,2024-11-06
19079,11065,2024-09-21
19080,10345,2025-04-30
19081,9500,2024-09-12
19082,18302,2024-07-23
19083,14971,2023-11-13
19084,13753,2025-03-27
19085,13133,2025-05-22
19086,2067,2024-09-26
19087,7188,2024-10-14
19088,17768,2024-08-07
19089,12551,2024-05-17
19090,15132,2025-04-07
19091,94,2025-03-05
19092,11182,2024-01-13
19093,3518,2025-02-16
19094,14622,2022-09-10
19095,621,2022-11-01
19096,9554,2024-01-29
19097,8534,2025-01-16
19098,992,2025-02-07
19099,327,2023-05-07
19100,4954,2024-10-24
19101,740,2024-01-01
19102,5613,2025-02-23
19103,10255,2024-04-14
19104,19108,2022-07-17
19105,8259,2024-07-30
19106,5452,2025-04-20
19107,7879,2025-04-11
19108,16503,2024-07-05
19109,13010,2025-05-16
19110,8697,2023-06-11
19111,11367,2022-12-20
19112,1697,2022-12-25
19113,18074,2024-12-27
19114,9552,2025-06-01
19115,17124,2025-02-01
19116,4021,2025-01-30
19117,4497,2024-11-21
19118,8654,2024-12-22
19119,8826,2024-09-02
19120,1162,2023-11-05
19121,9443,2024-09-29
19122,7985,2022-06-03
19123,5138,2022-06-11
19124,8804,2023-07-05
19125,9350,2024-09-01
19126,8507,2022-07-23
19127,10693,2024-07-20
19128,5939,2023-10-28
19129,13935,2025-04-01
19130,7132,2024-08-24
19131,12677,2025-05-13
19132,10724,2025-05-14
19133,18327,2024-01-21
19134,11958,2023-02-12
19135,3885,2024-10-29
19136,13942,2024-10-05
19137,8237,2024-10-31
19138,1312,2023-07-05
19139,9000,2024-11-01
19140,1567,2024-09-13
19141,4633,2024-08-05
19142,1128,2024-06-05
19143,3641,2025-03-09
19144,2823,2025-01-10
19145,10378,2024-12-10
19146,15844,2024-11-04
19147,15722,2023-06-29
19148,794,2024-08-10
19149,4489,2024-09-09
19150,7432,2023-03-17
19151,6765,2023-06-03
19152,12512,2024-05-06
19153,3751,2024-01-21
19154,12865,2023-01-17
19155,7370,2024-07-02
19156,19033,2024-10-15
19157,16031,2023-02-03
19158,17512,2024-10-10
19159,7956,2024-08-30
19160,5805,2025-04-10
19161,8278,2024-08-02
19162,16145,2023-11-08
19163,7289,2024-08-24
19164,10046,2024-08-12
19165,18604,2025-03-13
19166,163,2025-01-28
19167,7822,2024-12-26
19168,12966,2023-06-30
19169,11682,2023-11-23
19170,17722,2022-10-28
19171,8112,2025-01-13
19172,6136,2025-05-12
19173,6637,2025-04-24
19174,15370,2025-03-18
19175,9968,2025-06-05
19176,18586,2022-07-03
19177,8238,2024-12-23
19178,9725,2024-10-29
19179,2943,2024-07-20
19180,16055,2024-04-27
19181,5397,2024-03-07
19182,8707,2022-12-06
19183,2688,2024-01-07
19184,10536,2023-05-30
19185,13537,2024-09-16
19186,17547,2025-02-19
19187,13520,2023-05-28
19188,1373,2024-09-03
19189,4663,2025-01-05
19190,15296,2025-01-12
19191,9323,2025-04-18
19192,9780,2025-05-15
19193,12908,2024-08-06
19194,3094,2022-11-22
19195,466,2023-09-05
19196,10493,2024-06-04
19197,17363,2025-02-05
19198,10658,2024-11-15
19199,177,2023-09-09
19200,5204,2024-12-05
19201,12353,2022-10-13
19202,15125,2025-05-26
19203,4811,2024-07-20
19204,14463,2025-01-18
19205,17847,2024-09-28
19206,13332,2025-04-12
19207,12419,2024-08-30
19208,7105,2025-04-23
19209,18806,2023-08-23
19210,9955,2024-07-18
19211,17570,2024-10-28
19212,5900,2025-04-05
19213,17515,2023-03-03
19214,14586,2023-10-22
19215,16951,2024-12-20
19216,2816,2025-03-01
19217,15908,2023-08-21
19218,9213,2024-07-30
19219,18624,2025-06-06
19220,5379,2023-06-19
19221,9028,2024-11-07
19222,8366,2024-06-06
19223,9246,2025-04-16
19224,883,2024-08-26
19225,5551,2024-09-30
19226,14589,2025-01-13
19227,13827,2022-10-15
19228,6011,2024-08-07
19229,15620,2025-04-13
19230,2495,2024-07-29
19231,544,2023-10-27
19232,11948,2025-03-18
19233,16575,2022-12-30
19234,5556,2025-01-18
19235,15452,2022-10-08
19236,18470,2025-01-21
19237,7236,2022-08-06
19238,6894,2025-01-25
19239,670,2025-05-13
19240,18420,2024-08-07
19241,15420,2025-02-15
19242,5954,2024-08-05
19243,8385,2024-12-03
19244,4908,2024-08-20
19245,3772,2024-07-16
19246,9084,2024-09-29
19247,3512,2025-02-02
19248,10688,2024-04-28
19249,9697,2024-04-27
19250,8659,2025-03-21
19251,850,2025-04-23
19252,11099,2024-10-08
19253,16801,2023-02-14
19254,14784,2024-02-22
19255,4231,2024-10-20
19256,7006,2022-11-11
19257,7448,2024-10-18
19258,1268,2022-08-13
19259,18411,2025-02-07
19260,5415,2024-07-21
19261,1777,2025-02-07
19262,7621,2024-08-16
19263,9107,2024-07-20
19264,138,2024-09-27
19265,135,2025-03-03
19266,198,2025-01-22
19267,4441,2025-02-07
19268,1002,2024-12-13
19269,9227,2022-07-25
19270,18809,2024-08-05
19271,10315,2022-10-22
19272,277,2024-08-25
19273,5393,2023-12-04
19274,13625,2023-03-03
19275,4518,2025-05-26
19276,12142,2024-10-17
19277,393,2025-03-04
19278,18479,2025-01-21
19279,4165,2022-10-23
19280,5847,2024-11-07
19281,1047,2025-02-19
19282,9485,2023-07-31
19283,8925,2025-04-11
19284,8194,2024-08-12
19285,16218,2024-09-29
19286,15789,2024-07-23
19287,4816,2024-11-23
19288,13171,2025-05-30
19289,2814,2024-07-21
19290,18588,2024-08-04
19291,1514,2025-01-18
19292,17424,2024-12-18
19293,9514,2024-12-19
19294,2742,2022-09-27
19295,16272,2025-04-10
19296,9200,2025-03-13
19297,15401,2022-11-05
19298,4252,2023-06-19
19299,12415,2024-11-28
19300,13876,2025-03-28
19301,7284,2024-09-26
19302,14660,2023-11-10
19303,18901,2024-07-31
19304,13846,2024-09-27
19305,19063,2023-01-03
19306,876,2023-06-06
19307,17510,2025-01-30
19308,136,2024-02-05
19309,19199,2024-11-04
19310,564,2024-11-21
19311,1378,2024-12-09
19312,4182,2025-05-17
19313,6274,2023-09-22
19314,1435,2024-07-15
19315,17927,2023-09-10
19316,13550,2025-03-15
19317,16749,2025-04-13
19318,13742,2024-03-28
19319,117,2024-11-29
19320,3099,2024-07-29
19321,5739,2023-03-15
19322,15228,2024-08-06
19323,7633,2022-09-25
19324,15633,2024-10-15
19325,16930,2025-06-17
19326,2795,2024-02-28
19327,2664,2024-04-17
19328,18137,2022-06-09
19329,11877,2023-08-19
19330,16484,2023-02-26
19331,360,2025-03-20
19332,17322,2024-07-03
19333,10545,2024-12-31
19334,1262,2023-11-24
19335,2259,2025-02-09
19336,12205,2024-04-10
19337,13700,2025-02-07
19338,3745,2024-07-26
19339,18833,2022-07-10
19340,8131,2024-12-14
19341,15510,2024-05-16
19342,9649,2025-02-10
19343,8358,2024-02-17
19344,7810,2025-03-01
19345,16711,2024-11-17
19346,14436,2024-10-25
19347,2671,2025-03-23
19348,8152,2024-01-03
19349,13579,2024-07-17
19350,8311,2025-02-12
19351,7351,2023-09-09
19352,458,2025-02-08
19353,8215,2024-10-10
19354,9982,2024-08-05
19355,551,2025-04-29
19356,17932,2024-08-18
19357,17370,2023-11-10
19358,11856,2025-02-28
19359,14440,2025-06-22
19360,16942,2024-04-06
19361,2812,2025-01-14
19362,3134,2023-10-26
19363,4027,2025-04-14
19364,4225,2025-03-19
19365,3428,2024-10-21
19366,14145,2023-03-28
19367,8914,2025-05-19
19368,13217,2024-12-11
19369,8164,2025-03-11
19370,5461,2025-05-03
19371,6316,2024-02-24
19372,5496,2024-12-16
19373,9950,2024-09-27
19374,16119,2025-04-21
19375,7206,2024-12-02
19376,8052,2023-02-03
19377,11131,2025-02-18
19378,15561,2025-06-03
19379,5004,2022-09-28
19380,15494,2023-03-03
19381,18064,2025-01-31
19382,3209,2025-04-25
19383,5912,2024-10-07
19384,9252,2024-06-14
19385,16992,2022-07-01
19386,11771,2025-06-16
19387,8619,2024-10-02
19388,3052,2023-05-20
19389,7809,2025-03-23
19390,14471,2024-11-18
19391,11333,2025-02-13
19392,13367,2025-02-12
19393,4734,2022-12-08
19394,6885,2025-01-04
19395,15374,2024-10-10
19396,12992,2023-12-25
19397,8001,2025-04-13
19398,8396,2024-01-20
19399,12078,2023-06-18
19400,17997,2024-07-18
19401,18759,2025-03-02
19402,13672,2024-07-18
19403,10472,2025-01-04
19404,13025,2023-05-01
19405,18487,2024-01-17
19406,1804,2024-11-19
19407,14163,2023-01-01
19408,4517,2024-01-23
19409,3529,2023-02-07
19410,13221,2022-09-18
19411,1682,2025-02-12
19412,18723,2023-10-21
19413,3542,2025-02-17
19414,9822,2024-10-02
19415,11371,2024-10-25
19416,13842,2023-11-12
19417,12253,2025-05-04
19418,17806,2024-10-25
19419,8569,2024-12-31
19420,15596,2025-03-24
19421,13830,2025-02-14
19422,13046,2025-01-17
19423,11364,2025-01-03
19424,14693,2024-08-22
19425,9328,2025-01-12
19426,2850,2025-03-12
19427,18536,2024-07-14
19428,12296,2024-12-29
19429,3406,2024-08-29
19430,16568,2024-12-28
