salesorderid,salesreasonid,modifieddate
70288,10,2025-04-08
70289,1,2025-04-08
70289,10,2025-04-08
70290,1,2025-04-08
70291,1,2025-04-08
70292,1,2025-04-08
70293,1,2025-04-08
70293,2,2025-04-08
70294,1,2025-04-08
70294,2,2025-04-08
70295,1,2025-04-08
70296,6,2025-04-08
70297,1,2025-04-08
70299,1,2025-04-08
70299,2,2025-04-08
70300,1,2025-04-08
70301,1,2025-04-08
70301,2,2025-04-08
70302,1,2025-04-08
70304,1,2025-04-08
70305,1,2025-04-08
70305,2,2025-04-08
70306,2,2025-04-08
70308,1,2025-04-08
70309,1,2025-04-08
70310,1,2025-04-08
70312,1,2025-04-09
70313,1,2025-04-09
70314,1,2025-04-09
70315,1,2025-04-09
70316,1,2025-04-09
70317,2,2025-04-09
70318,1,2025-04-09
70319,1,2025-04-09
70320,1,2025-04-09
70321,1,2025-04-09
70322,1,2025-04-09
70324,1,2025-04-09
70325,1,2025-04-09
70326,1,2025-04-09
70327,1,2025-04-09
70328,1,2025-04-09
70329,4,2025-04-09
70329,10,2025-04-09
70330,1,2025-04-09
70331,1,2025-04-09
70331,10,2025-04-09
70332,1,2025-04-09
70333,1,2025-04-09
70334,1,2025-04-09
70335,6,2025-04-09
70336,1,2025-04-09
70337,1,2025-04-09
70338,1,2025-04-09
70339,1,2025-04-09
70340,1,2025-04-09
70340,10,2025-04-09
70341,4,2025-04-09
70341,10,2025-04-09
70342,1,2025-04-09
70343,1,2025-04-09
70344,1,2025-04-09
70345,1,2025-04-09
70346,1,2025-04-09
70347,1,2025-04-09
70348,1,2025-04-09
70349,2,2025-04-09
70350,1,2025-04-09
70350,2,2025-04-09
70351,1,2025-04-09
70352,1,2025-04-09
70353,1,2025-04-09
70354,1,2025-04-09
70355,2,2025-04-09
70356,1,2025-04-09
70357,1,2025-04-09
70358,6,2025-04-09
70359,1,2025-04-09
70361,1,2025-04-09
70362,2,2025-04-09
70364,1,2025-04-09
70365,1,2025-04-09
70365,2,2025-04-09
70368,1,2025-04-09
70369,1,2025-04-09
70369,2,2025-04-09
70370,1,2025-04-09
70371,1,2025-04-09
70372,1,2025-04-09
70373,1,2025-04-09
70374,1,2025-04-09
70375,1,2025-04-09
70376,1,2025-04-10
70377,1,2025-04-10
70378,1,2025-04-10
70379,4,2025-04-10
70380,1,2025-04-10
70381,1,2025-04-10
70382,1,2025-04-10
70384,5,2025-04-10
70384,10,2025-04-10
70385,1,2025-04-10
70386,1,2025-04-10
70387,1,2025-04-10
70387,2,2025-04-10
70388,4,2025-04-10
70389,1,2025-04-10
70390,1,2025-04-10
70391,1,2025-04-10
70392,1,2025-04-10
70393,1,2025-04-10
70393,10,2025-04-10
70394,1,2025-04-10
70395,1,2025-04-10
70396,1,2025-04-10
70397,1,2025-04-10
70398,6,2025-04-10
70400,1,2025-04-10
70401,1,2025-04-10
70402,1,2025-04-10
70403,1,2025-04-10
70404,1,2025-04-10
70405,1,2025-04-10
70406,4,2025-04-10
70407,1,2025-04-10
70408,1,2025-04-10
70409,1,2025-04-10
70410,1,2025-04-10
70411,1,2025-04-10
70412,1,2025-04-10
70413,1,2025-04-10
70414,1,2025-04-10
70415,1,2025-04-10
70416,1,2025-04-10
70417,1,2025-04-10
70418,1,2025-04-10
70419,1,2025-04-10
70419,10,2025-04-10
70420,1,2025-04-10
70420,10,2025-04-10
70421,1,2025-04-10
70422,1,2025-04-10
70423,1,2025-04-10
70423,2,2025-04-10
70424,1,2025-04-10
70425,1,2025-04-10
70425,2,2025-04-10
70426,1,2025-04-10
70427,1,2025-04-10
70427,2,2025-04-10
70427,10,2025-04-10
70428,1,2025-04-10
70428,2,2025-04-10
70429,2,2025-04-10
70431,1,2025-04-10
70432,1,2025-04-10
70435,5,2025-04-10
70436,1,2025-04-10
70437,1,2025-04-10
70437,2,2025-04-10
70438,1,2025-04-10
70438,2,2025-04-10
70439,1,2025-04-10
70440,1,2025-04-10
70440,10,2025-04-10
70441,1,2025-04-10
70442,1,2025-04-10
70443,1,2025-04-10
70443,2,2025-04-10
70444,1,2025-04-10
70445,1,2025-04-10
70446,1,2025-04-10
70446,2,2025-04-10
70448,1,2025-04-10
70449,1,2025-04-10
70450,1,2025-04-10
70451,1,2025-04-10
70451,2,2025-04-10
70452,1,2025-04-10
70452,2,2025-04-10
70452,10,2025-04-10
70453,1,2025-04-11
70454,1,2025-04-11
70455,1,2025-04-11
70456,1,2025-04-11
70456,10,2025-04-11
70457,1,2025-04-11
70458,1,2025-04-11
70459,1,2025-04-11
70460,1,2025-04-11
70463,1,2025-04-11
70464,1,2025-04-11
70465,1,2025-04-11
70466,1,2025-04-11
70467,1,2025-04-11
70467,2,2025-04-11
70468,1,2025-04-11
70468,2,2025-04-11
70469,4,2025-04-11
70470,1,2025-04-11
70471,1,2025-04-11
70472,1,2025-04-11
70473,1,2025-04-11
70474,1,2025-04-11
70476,1,2025-04-11
70477,1,2025-04-11
70477,10,2025-04-11
70478,1,2025-04-11
70479,1,2025-04-11
70480,1,2025-04-11
70481,1,2025-04-11
70482,1,2025-04-11
70483,1,2025-04-11
70484,1,2025-04-11
70485,1,2025-04-11
70486,1,2025-04-11
70487,1,2025-04-11
70488,1,2025-04-11
70489,1,2025-04-11
70490,1,2025-04-11
70491,1,2025-04-11
70492,1,2025-04-11
70493,1,2025-04-11
70494,1,2025-04-11
70495,1,2025-04-11
70496,4,2025-04-11
70497,1,2025-04-11
70498,1,2025-04-11
70499,1,2025-04-11
70499,10,2025-04-11
70500,4,2025-04-11
70501,2,2025-04-11
70502,1,2025-04-11
70502,2,2025-04-11
70504,2,2025-04-11
70505,2,2025-04-11
70506,1,2025-04-11
70508,2,2025-04-11
70509,6,2025-04-11
70512,1,2025-04-11
70514,1,2025-04-11
70514,2,2025-04-11
70515,1,2025-04-11
70516,1,2025-04-11
70517,1,2025-04-11
70518,1,2025-04-11
70518,10,2025-04-11
70520,6,2025-04-11
70521,2,2025-04-11
70522,1,2025-04-11
70523,2,2025-04-12
70524,6,2025-04-12
70525,6,2025-04-12
70526,1,2025-04-12
70527,1,2025-04-12
70528,1,2025-04-12
70529,4,2025-04-12
70530,1,2025-04-12
70531,6,2025-04-12
70532,1,2025-04-12
70533,1,2025-04-12
70534,1,2025-04-12
70534,10,2025-04-12
70535,1,2025-04-12
70536,1,2025-04-12
70537,1,2025-04-12
70538,1,2025-04-12
70539,1,2025-04-12
70540,1,2025-04-12
70540,10,2025-04-12
70541,1,2025-04-12
70542,6,2025-04-12
70543,1,2025-04-12
70544,1,2025-04-12
70545,1,2025-04-12
70546,1,2025-04-12
70547,1,2025-04-12
70548,1,2025-04-12
70548,10,2025-04-12
70549,1,2025-04-12
70549,10,2025-04-12
70550,1,2025-04-12
70552,1,2025-04-12
70553,1,2025-04-12
70554,1,2025-04-12
70555,1,2025-04-12
70556,1,2025-04-12
70556,10,2025-04-12
70557,1,2025-04-12
70558,1,2025-04-12
70558,10,2025-04-12
70559,1,2025-04-12
70560,1,2025-04-12
70561,1,2025-04-12
70562,1,2025-04-12
70562,10,2025-04-12
70563,1,2025-04-12
70564,1,2025-04-12
70564,2,2025-04-12
70565,1,2025-04-12
70566,1,2025-04-12
70566,2,2025-04-12
70568,1,2025-04-12
70570,1,2025-04-12
70571,1,2025-04-12
70572,1,2025-04-12
70574,1,2025-04-12
70577,1,2025-04-12
70579,2,2025-04-12
70581,1,2025-04-12
70582,1,2025-04-12
70585,1,2025-04-12
70587,1,2025-04-12
70588,1,2025-04-12
70590,1,2025-04-12
70593,1,2025-04-12
70593,2,2025-04-12
70594,1,2025-04-12
70594,2,2025-04-12
70596,2,2025-04-12
70597,1,2025-04-12
70598,1,2025-04-13
70599,1,2025-04-13
70600,1,2025-04-13
70602,2,2025-04-13
70604,1,2025-04-13
70604,2,2025-04-13
70605,4,2025-04-13
70606,1,2025-04-13
70607,1,2025-04-13
70608,1,2025-04-13
70609,1,2025-04-13
70609,10,2025-04-13
70611,1,2025-04-13
70612,1,2025-04-13
70613,1,2025-04-13
70614,1,2025-04-13
70615,4,2025-04-13
70615,10,2025-04-13
70616,1,2025-04-13
70617,4,2025-04-13
70617,10,2025-04-13
70618,1,2025-04-13
70619,1,2025-04-13
70620,1,2025-04-13
70621,1,2025-04-13
70622,1,2025-04-13
70623,1,2025-04-13
70624,1,2025-04-13
70625,1,2025-04-13
70626,1,2025-04-13
70627,1,2025-04-13
70628,1,2025-04-13
70629,1,2025-04-13
70630,1,2025-04-13
70631,1,2025-04-13
70632,1,2025-04-13
70633,1,2025-04-13
70634,1,2025-04-13
70634,10,2025-04-13
70635,1,2025-04-13
70636,1,2025-04-13
70637,2,2025-04-13
70638,1,2025-04-13
70639,1,2025-04-13
70640,1,2025-04-13
70641,1,2025-04-13
70642,1,2025-04-13
70643,2,2025-04-13
70644,1,2025-04-13
70645,1,2025-04-13
70646,1,2025-04-13
70648,1,2025-04-13
70650,6,2025-04-13
70651,2,2025-04-13
70653,1,2025-04-13
70653,2,2025-04-13
70654,1,2025-04-13
70656,1,2025-04-13
70658,1,2025-04-13
70660,1,2025-04-13
70662,1,2025-04-13
70662,2,2025-04-13
70663,1,2025-04-13
70664,1,2025-04-13
70667,1,2025-04-13
70668,1,2025-04-13
70670,1,2025-04-13
70671,2,2025-04-13
70674,1,2025-04-14
70675,1,2025-04-14
70676,6,2025-04-14
70677,1,2025-04-14
70678,4,2025-04-14
70679,1,2025-04-14
70680,1,2025-04-14
70680,10,2025-04-14
70681,1,2025-04-14
70682,1,2025-04-14
70682,2,2025-04-14
70683,1,2025-04-14
70683,2,2025-04-14
70684,1,2025-04-14
70685,1,2025-04-14
70686,1,2025-04-14
70687,1,2025-04-14
70688,1,2025-04-14
70689,1,2025-04-14
70690,1,2025-04-14
70691,1,2025-04-14
70692,1,2025-04-14
70693,1,2025-04-14
70694,1,2025-04-14
70695,1,2025-04-14
70696,1,2025-04-14
70697,1,2025-04-14
70698,1,2025-04-14
70699,1,2025-04-14
70701,1,2025-04-14
70702,1,2025-04-14
70703,1,2025-04-14
70704,1,2025-04-14
70705,1,2025-04-14
70706,1,2025-04-14
70707,1,2025-04-14
70708,4,2025-04-14
70709,1,2025-04-14
70710,1,2025-04-14
70711,1,2025-04-14
70712,1,2025-04-14
70712,2,2025-04-14
70713,1,2025-04-14
70714,1,2025-04-14
70715,1,2025-04-14
70716,2,2025-04-14
70717,1,2025-04-14
70718,1,2025-04-14
70719,1,2025-04-14
70721,1,2025-04-14
70722,1,2025-04-14
70723,1,2025-04-14
70725,1,2025-04-14
70726,6,2025-04-14
70729,1,2025-04-14
70730,2,2025-04-14
70731,1,2025-04-14
70732,1,2025-04-14
70737,1,2025-04-14
70741,6,2025-04-14
70744,1,2025-04-14
70746,1,2025-04-14
70746,2,2025-04-14
70747,1,2025-04-14
70748,1,2025-04-14
70748,2,2025-04-14
70749,2,2025-04-14
70752,1,2025-04-15
70752,2,2025-04-15
70753,1,2025-04-15
70754,1,2025-04-15
70755,4,2025-04-15
70756,1,2025-04-15
70756,10,2025-04-15
70757,1,2025-04-15
70758,1,2025-04-15
70759,4,2025-04-15
70760,1,2025-04-15
70761,1,2025-04-15
70762,1,2025-04-15
70763,1,2025-04-15
70764,1,2025-04-15
70765,1,2025-04-15
70766,1,2025-04-15
70767,1,2025-04-15
70768,4,2025-04-15
70769,1,2025-04-15
70771,4,2025-04-15
70772,1,2025-04-15
70773,1,2025-04-15
70774,1,2025-04-15
70775,1,2025-04-15
70776,1,2025-04-15
70777,1,2025-04-15
70778,1,2025-04-15
70779,1,2025-04-15
70780,1,2025-04-15
70780,10,2025-04-15
70781,1,2025-04-15
70782,1,2025-04-15
70783,4,2025-04-15
70783,10,2025-04-15
70784,1,2025-04-15
70784,10,2025-04-15
70785,1,2025-04-15
70786,1,2025-04-15
70787,1,2025-04-15
70787,10,2025-04-15
70788,1,2025-04-15
70788,10,2025-04-15
70789,1,2025-04-15
70790,1,2025-04-15
70791,1,2025-04-15
70792,1,2025-04-15
70793,1,2025-04-15
70794,1,2025-04-15
70795,1,2025-04-15
70796,1,2025-04-15
70797,1,2025-04-15
70797,2,2025-04-15
70798,1,2025-04-15
70800,1,2025-04-15
70801,1,2025-04-15
70801,2,2025-04-15
70802,2,2025-04-15
70803,6,2025-04-15
70804,1,2025-04-15
70805,6,2025-04-15
70806,2,2025-04-15
70807,2,2025-04-15
70809,1,2025-04-15
70809,2,2025-04-15
70810,1,2025-04-15
70811,1,2025-04-15
70814,1,2025-04-15
70814,2,2025-04-15
70819,1,2025-04-15
70820,1,2025-04-15
70821,1,2025-04-15
70823,1,2025-04-16
70824,1,2025-04-16
70825,1,2025-04-16
70825,10,2025-04-16
70826,1,2025-04-16
70827,1,2025-04-16
70828,1,2025-04-16
70829,1,2025-04-16
70830,1,2025-04-16
70831,6,2025-04-16
70832,4,2025-04-16
70833,1,2025-04-16
70834,1,2025-04-16
70835,1,2025-04-16
70836,6,2025-04-16
70837,6,2025-04-16
70838,1,2025-04-16
70839,1,2025-04-16
70840,1,2025-04-16
70841,1,2025-04-16
70842,1,2025-04-16
70843,1,2025-04-16
70844,1,2025-04-16
70845,1,2025-04-16
70846,1,2025-04-16
70847,1,2025-04-16
70848,1,2025-04-16
70848,2,2025-04-16
70850,1,2025-04-16
70851,1,2025-04-16
70852,1,2025-04-16
70852,2,2025-04-16
70853,1,2025-04-16
70854,1,2025-04-16
70854,2,2025-04-16
70855,1,2025-04-16
70856,1,2025-04-16
70857,5,2025-04-16
70858,1,2025-04-16
70859,1,2025-04-16
70860,1,2025-04-16
70862,1,2025-04-16
70863,1,2025-04-16
70864,1,2025-04-16
70865,1,2025-04-16
70867,1,2025-04-16
70867,2,2025-04-16
70867,10,2025-04-16
70868,1,2025-04-16
70868,2,2025-04-16
70869,1,2025-04-16
70870,1,2025-04-16
70870,2,2025-04-16
70871,1,2025-04-16
70871,2,2025-04-16
70872,6,2025-04-16
70873,6,2025-04-17
70874,1,2025-04-17
70875,1,2025-04-17
70876,1,2025-04-17
70877,1,2025-04-17
70878,1,2025-04-17
70879,1,2025-04-17
70880,1,2025-04-17
70881,1,2025-04-17
70881,2,2025-04-17
70882,1,2025-04-17
70883,1,2025-04-17
70884,1,2025-04-17
70885,1,2025-04-17
70886,1,2025-04-17
70887,1,2025-04-17
70888,1,2025-04-17
70889,1,2025-04-17
70889,10,2025-04-17
70890,1,2025-04-17
70891,1,2025-04-17
70892,1,2025-04-17
70893,1,2025-04-17
70894,1,2025-04-17
70895,6,2025-04-17
70896,1,2025-04-17
70897,1,2025-04-17
70898,1,2025-04-17
70899,1,2025-04-17
70900,1,2025-04-17
70901,1,2025-04-17
70902,1,2025-04-17
70903,1,2025-04-17
70904,1,2025-04-17
70905,1,2025-04-17
70906,1,2025-04-17
70907,1,2025-04-17
70908,1,2025-04-17
70909,1,2025-04-17
70910,1,2025-04-17
70911,1,2025-04-17
70911,2,2025-04-17
70912,1,2025-04-17
70913,1,2025-04-17
70913,2,2025-04-17
70914,1,2025-04-17
70915,1,2025-04-17
70916,1,2025-04-17
70917,1,2025-04-17
70918,2,2025-04-17
70920,1,2025-04-17
70921,1,2025-04-17
70921,10,2025-04-17
70922,2,2025-04-17
70923,2,2025-04-17
70925,1,2025-04-17
70925,2,2025-04-17
70926,1,2025-04-17
70926,2,2025-04-17
70927,1,2025-04-17
70928,6,2025-04-17
70929,2,2025-04-17
70930,1,2025-04-17
70931,1,2025-04-17
70932,2,2025-04-17
70933,1,2025-04-17
70934,1,2025-04-17
70934,2,2025-04-17
70935,1,2025-04-17
70937,1,2025-04-17
70937,2,2025-04-17
70938,2,2025-04-17
70939,6,2025-04-17
70940,1,2025-04-17
70940,2,2025-04-17
70940,10,2025-04-17
70941,1,2025-04-18
70942,1,2025-04-18
70943,1,2025-04-18
70944,1,2025-04-18
70945,1,2025-04-18
70946,4,2025-04-18
70947,1,2025-04-18
70947,10,2025-04-18
70948,1,2025-04-18
70949,1,2025-04-18
70950,1,2025-04-18
70951,1,2025-04-18
70952,1,2025-04-18
70954,1,2025-04-18
70955,1,2025-04-18
70957,1,2025-04-18
70958,1,2025-04-18
70959,4,2025-04-18
70959,10,2025-04-18
70960,1,2025-04-18
70961,1,2025-04-18
70963,1,2025-04-18
70964,1,2025-04-18
70965,1,2025-04-18
70966,1,2025-04-18
70967,1,2025-04-18
70968,1,2025-04-18
70969,1,2025-04-18
70970,1,2025-04-18
70971,1,2025-04-18
70972,1,2025-04-18
70973,1,2025-04-18
70974,1,2025-04-18
70975,1,2025-04-18
70976,1,2025-04-18
70977,1,2025-04-18
70978,1,2025-04-18
70978,10,2025-04-18
70979,1,2025-04-18
70979,10,2025-04-18
70980,1,2025-04-18
70981,4,2025-04-18
70982,1,2025-04-18
70983,1,2025-04-18
70984,1,2025-04-18
70985,1,2025-04-18
70986,1,2025-04-18
70987,2,2025-04-18
70988,1,2025-04-18
70988,2,2025-04-18
70989,1,2025-04-18
70990,1,2025-04-18
70991,1,2025-04-18
70992,1,2025-04-18
70993,2,2025-04-18
70994,1,2025-04-18
70995,1,2025-04-18
70996,2,2025-04-18
70997,1,2025-04-18
70998,5,2025-04-18
70999,2,2025-04-18
71002,1,2025-04-18
71003,6,2025-04-18
71005,1,2025-04-18
71005,2,2025-04-18
71007,5,2025-04-18
71009,1,2025-04-18
71010,1,2025-04-18
71012,1,2025-04-18
71013,1,2025-04-18
71014,1,2025-04-18
71015,1,2025-04-18
71017,1,2025-04-18
71017,2,2025-04-18
71017,10,2025-04-18
71018,1,2025-04-18
71018,2,2025-04-18
71022,6,2025-04-18
71023,1,2025-04-18
71023,2,2025-04-18
71024,1,2025-04-19
71024,2,2025-04-19
71025,1,2025-04-19
71026,1,2025-04-19
71027,1,2025-04-19
71027,10,2025-04-19
71028,1,2025-04-19
71029,1,2025-04-19
71030,1,2025-04-19
71030,2,2025-04-19
71031,1,2025-04-19
71032,1,2025-04-19
71033,1,2025-04-19
71034,1,2025-04-19
71035,1,2025-04-19
71036,1,2025-04-19
71037,1,2025-04-19
71038,1,2025-04-19
71038,10,2025-04-19
71039,1,2025-04-19
71040,1,2025-04-19
71041,1,2025-04-19
71042,1,2025-04-19
71043,1,2025-04-19
71044,1,2025-04-19
71045,1,2025-04-19
71046,1,2025-04-19
71047,1,2025-04-19
71047,10,2025-04-19
71048,1,2025-04-19
71049,1,2025-04-19
71050,1,2025-04-19
71051,1,2025-04-19
71051,10,2025-04-19
71052,1,2025-04-19
71053,1,2025-04-19
71054,1,2025-04-19
71055,1,2025-04-19
71056,1,2025-04-19
71057,1,2025-04-19
71057,10,2025-04-19
71058,1,2025-04-19
71060,1,2025-04-19
71061,1,2025-04-19
71062,1,2025-04-19
71063,1,2025-04-19
71065,2,2025-04-19
71066,1,2025-04-19
71067,1,2025-04-19
71073,2,2025-04-19
71074,1,2025-04-19
71075,1,2025-04-19
71076,1,2025-04-19
71077,1,2025-04-19
71077,2,2025-04-19
71078,1,2025-04-19
71079,1,2025-04-19
71079,2,2025-04-19
71082,1,2025-04-19
71084,1,2025-04-19
71086,1,2025-04-19
71087,1,2025-04-19
71088,1,2025-04-19
71089,1,2025-04-19
71089,2,2025-04-19
71090,1,2025-04-19
71091,6,2025-04-19
71093,1,2025-04-20
71094,1,2025-04-20
71095,1,2025-04-20
71096,1,2025-04-20
71097,1,2025-04-20
71098,1,2025-04-20
71100,1,2025-04-20
71100,10,2025-04-20
71101,1,2025-04-20
71103,1,2025-04-20
71104,1,2025-04-20
71105,1,2025-04-20
71106,1,2025-04-20
71107,1,2025-04-20
71108,1,2025-04-20
71109,1,2025-04-20
71110,1,2025-04-20
71111,4,2025-04-20
71111,10,2025-04-20
71112,4,2025-04-20
71112,10,2025-04-20
71113,4,2025-04-20
71113,10,2025-04-20
71115,1,2025-04-20
71116,1,2025-04-20
71117,1,2025-04-20
71118,1,2025-04-20
71119,1,2025-04-20
71120,1,2025-04-20
71121,1,2025-04-20
71122,1,2025-04-20
71123,1,2025-04-20
71123,10,2025-04-20
71124,1,2025-04-20
71124,2,2025-04-20
71125,1,2025-04-20
71126,1,2025-04-20
71128,1,2025-04-20
71129,1,2025-04-20
71130,1,2025-04-20
71131,2,2025-04-20
71132,2,2025-04-20
71133,1,2025-04-20
71136,1,2025-04-20
71136,2,2025-04-20
71137,1,2025-04-20
71138,1,2025-04-20
71138,2,2025-04-20
71139,1,2025-04-20
71140,2,2025-04-20
71143,1,2025-04-20
71143,2,2025-04-20
71144,1,2025-04-20
71145,1,2025-04-20
71146,1,2025-04-20
71149,1,2025-04-20
71149,2,2025-04-20
71150,2,2025-04-20
71152,1,2025-04-21
71153,1,2025-04-21
71154,1,2025-04-21
71155,1,2025-04-21
71157,1,2025-04-21
71158,1,2025-04-21
71159,6,2025-04-21
71160,2,2025-04-21
71162,6,2025-04-21
71163,1,2025-04-21
71164,4,2025-04-21
71165,1,2025-04-21
71166,6,2025-04-21
71167,6,2025-04-21
71168,1,2025-04-21
71169,1,2025-04-21
71170,1,2025-04-21
71171,1,2025-04-21
71172,1,2025-04-21
71173,1,2025-04-21
71174,1,2025-04-21
71175,1,2025-04-21
71176,1,2025-04-21
71177,1,2025-04-21
71178,1,2025-04-21
71179,1,2025-04-21
71180,1,2025-04-21
71181,4,2025-04-21
71182,1,2025-04-21
71183,1,2025-04-21
71184,1,2025-04-21
71185,1,2025-04-21
71186,1,2025-04-21
71186,2,2025-04-21
71188,1,2025-04-21
71191,1,2025-04-21
71191,2,2025-04-21
71193,1,2025-04-21
71193,2,2025-04-21
71195,1,2025-04-21
71196,1,2025-04-21
71197,1,2025-04-21
71198,1,2025-04-21
71200,1,2025-04-21
71201,1,2025-04-21
71203,1,2025-04-21
71203,2,2025-04-21
71205,1,2025-04-21
71205,2,2025-04-21
71206,1,2025-04-21
71207,1,2025-04-21
71207,10,2025-04-21
71209,1,2025-04-21
71209,2,2025-04-21
71212,1,2025-04-21
71213,2,2025-04-21
71214,1,2025-04-21
71214,10,2025-04-21
71217,1,2025-04-21
71217,2,2025-04-21
71218,1,2025-04-21
71218,2,2025-04-21
71219,1,2025-04-21
71220,1,2025-04-22
71221,1,2025-04-22
71222,1,2025-04-22
71223,1,2025-04-22
71224,1,2025-04-22
71225,1,2025-04-22
71226,1,2025-04-22
71227,1,2025-04-22
71228,1,2025-04-22
71229,1,2025-04-22
71230,1,2025-04-22
71230,2,2025-04-22
71231,1,2025-04-22
71232,1,2025-04-22
71233,1,2025-04-22
71234,1,2025-04-22
71235,1,2025-04-22
71236,1,2025-04-22
71236,10,2025-04-22
71237,1,2025-04-22
71238,1,2025-04-22
71239,6,2025-04-22
71240,1,2025-04-22
71241,1,2025-04-22
71242,1,2025-04-22
71243,1,2025-04-22
71244,1,2025-04-22
71245,1,2025-04-22
71246,1,2025-04-22
71247,1,2025-04-22
71248,1,2025-04-22
71249,2,2025-04-22
71249,10,2025-04-22
71250,1,2025-04-22
71251,1,2025-04-22
71252,1,2025-04-22
71252,2,2025-04-22
71253,1,2025-04-22
71254,6,2025-04-22
71256,1,2025-04-22
71257,1,2025-04-22
71260,1,2025-04-22
71260,2,2025-04-22
71261,1,2025-04-22
71262,1,2025-04-22
71265,2,2025-04-22
71267,1,2025-04-22
71268,1,2025-04-22
71269,1,2025-04-22
71270,1,2025-04-22
71270,2,2025-04-22
71271,1,2025-04-22
71271,2,2025-04-22
71272,1,2025-04-22
71273,1,2025-04-22
71273,2,2025-04-22
71273,10,2025-04-22
71276,1,2025-04-22
71278,1,2025-04-22
71278,2,2025-04-22
71280,2,2025-04-22
71281,1,2025-04-22
71282,1,2025-04-23
71283,1,2025-04-23
71284,1,2025-04-23
71284,2,2025-04-23
71285,2,2025-04-23
71286,4,2025-04-23
71287,4,2025-04-23
71288,1,2025-04-23
71289,1,2025-04-23
71290,1,2025-04-23
71291,1,2025-04-23
71292,1,2025-04-23
71293,1,2025-04-23
71294,1,2025-04-23
71295,1,2025-04-23
71296,1,2025-04-23
71297,1,2025-04-23
71298,1,2025-04-23
71299,1,2025-04-23
71300,4,2025-04-23
71300,10,2025-04-23
71301,1,2025-04-23
71302,1,2025-04-23
71303,1,2025-04-23
71304,1,2025-04-23
71305,1,2025-04-23
71306,1,2025-04-23
71307,1,2025-04-23
71308,1,2025-04-23
71309,1,2025-04-23
71310,1,2025-04-23
71311,1,2025-04-23
71312,1,2025-04-23
71313,1,2025-04-23
71314,1,2025-04-23
71315,1,2025-04-23
71316,1,2025-04-23
71316,10,2025-04-23
71317,1,2025-04-23
71318,1,2025-04-23
71319,1,2025-04-23
71320,1,2025-04-23
71321,1,2025-04-23
71322,1,2025-04-23
71323,1,2025-04-23
71324,1,2025-04-23
71325,1,2025-04-23
71326,1,2025-04-23
71327,1,2025-04-23
71329,1,2025-04-23
71330,1,2025-04-23
71330,2,2025-04-23
71332,1,2025-04-23
71333,1,2025-04-23
71334,1,2025-04-23
71336,1,2025-04-23
71336,10,2025-04-23
71337,1,2025-04-23
71338,1,2025-04-23
71338,2,2025-04-23
71341,1,2025-04-23
71342,1,2025-04-23
71343,1,2025-04-23
71344,1,2025-04-23
71345,1,2025-04-23
71346,1,2025-04-23
71346,10,2025-04-23
71347,1,2025-04-23
71348,1,2025-04-23
71348,2,2025-04-23
71349,1,2025-04-23
71349,10,2025-04-23
71350,1,2025-04-23
71351,1,2025-04-24
71351,10,2025-04-24
71352,1,2025-04-24
71353,1,2025-04-24
71354,1,2025-04-24
71355,1,2025-04-24
71356,1,2025-04-24
71357,1,2025-04-24
71358,1,2025-04-24
71359,1,2025-04-24
71360,1,2025-04-24
71361,1,2025-04-24
71362,1,2025-04-24
71363,1,2025-04-24
71364,1,2025-04-24
71365,1,2025-04-24
71366,1,2025-04-24
71367,1,2025-04-24
71368,1,2025-04-24
71369,1,2025-04-24
71370,1,2025-04-24
71371,4,2025-04-24
71372,1,2025-04-24
71373,4,2025-04-24
71374,1,2025-04-24
71374,10,2025-04-24
71375,1,2025-04-24
71376,1,2025-04-24
71377,1,2025-04-24
71378,1,2025-04-24
71379,1,2025-04-24
71380,1,2025-04-24
71381,1,2025-04-24
71382,1,2025-04-24
71383,1,2025-04-24
71384,1,2025-04-24
71385,1,2025-04-24
71386,1,2025-04-24
71386,10,2025-04-24
71387,1,2025-04-24
71388,1,2025-04-24
71389,1,2025-04-24
71390,1,2025-04-24
71391,1,2025-04-24
71391,10,2025-04-24
71392,1,2025-04-24
71393,1,2025-04-24
71394,1,2025-04-24
71395,1,2025-04-24
71396,1,2025-04-24
71397,1,2025-04-24
71398,1,2025-04-24
71399,1,2025-04-24
71400,1,2025-04-24
71401,1,2025-04-24
71402,1,2025-04-24
71403,1,2025-04-24
71404,1,2025-04-24
71405,1,2025-04-24
71406,1,2025-04-24
71406,2,2025-04-24
71407,1,2025-04-24
71407,2,2025-04-24
71408,2,2025-04-24
71410,1,2025-04-24
71411,2,2025-04-24
71412,1,2025-04-24
71413,1,2025-04-24
71414,1,2025-04-24
71415,6,2025-04-24
71416,1,2025-04-24
71417,5,2025-04-24
71418,2,2025-04-24
71420,1,2025-04-24
71421,1,2025-04-24
71422,1,2025-04-24
71423,1,2025-04-24
71424,1,2025-04-24
71424,2,2025-04-24
71425,1,2025-04-24
71426,1,2025-04-25
71427,1,2025-04-25
71428,1,2025-04-25
71429,1,2025-04-25
71430,1,2025-04-25
71431,1,2025-04-25
71432,1,2025-04-25
71433,1,2025-04-25
71433,2,2025-04-25
71435,4,2025-04-25
71436,1,2025-04-25
71437,1,2025-04-25
71438,1,2025-04-25
71438,10,2025-04-25
71439,1,2025-04-25
71440,1,2025-04-25
71441,1,2025-04-25
71442,1,2025-04-25
71443,1,2025-04-25
71444,1,2025-04-25
71445,1,2025-04-25
71446,1,2025-04-25
